parent_sctid,parent_sctid_2,parent_sctid_3,concept_sctid,fsn,pref_term,kp_clinician_display_name,icd9-CM,icd10-CM,kp_patient_display_name
,,,402892009,Recurrent herpes simplex labialis (disorder),Recurrent herpes simplex labialis,Recurrent herpes simplex labialis,054.9,B00.1,Recurrent herpes simplex labialis
,,,66344007,Recurrent major depression (disorder),Recurrent major depression,"Major depression, recurrent",296.30,F33.9,"Major depression, recurrent"
,,,46244001,Recurrent major depression in complete remission (disorder),Recurrent major depression in complete remission,"Major depression, recurrent, in full remission",296.36,F33.42,"Major depression, recurrent, in full remission"
,,,33135002,Recurrent major depression in partial remission (disorder),Recurrent major depression in partial remission,"Major depression, recurrent, in partial remission",296.35,F33.41,"Major depression, recurrent, in partial remission"
57920007,,,1090391000119101,Recurrent oral gingivostomatitis due to herpes simplex (disorder),Recurrent oral gingivostomatitis due to herpes simplex,Recurrent herpes simplex gingivostomatitis,054.2,B00.2,Recurrent herpes simplex gingivostomatitis
,,,44433009,Recurrent transient tic disorder (disorder),Recurrent transient tic disorder,"Tic disorder, transient, recurrent",307.21,F95.0,"Tic disorder, transient, recurrent"
,,,197927001,Recurrent urinary tract infection (disorder),Recurrent urinary tract infection,Recurrent UTI,599.0,N39.0,"Urinary tract infection, recurrent"
,,,8357008,Reduced libido (finding),Reduced libido,Decreased libido,799.81,R68.82,Decreased libido (low sex drive)
,,,13164000,Reduced visual acuity (finding),Reduced visual acuity,Visual acuity reduced,368.8,H53.8,Visual acuity reduced
,,,426373005,Relapsing remitting multiple sclerosis (disorder),Relapsing remitting multiple sclerosis,Relapsing remitting multiple sclerosis,340,G35,"Multiple sclerosis (MS), relapsing remitting"
,,,160822004,Relationship problems (finding),Relationship problems,Relational problem,V62.81,Z63.9,Relational problem
254915003,,,15636991000119103,"Renal cell carcinoma, bilateral kidneys (disorder)","Renal cell carcinoma, bilateral kidneys","Renal cell carcinoma, bilat kidneys",189.0,C64.1/C64.2,"Renal cell carcinoma, bilateral kidneys"
,,,421893009,Renal disorder associated with type I diabetes mellitus (disorder),Renal disorder associated with type I diabetes mellitus,DM 1 w diabetic renal manifestation,250.41,E10.29,Diabetes type 1 with kidney complications
,,,420279001,Renal disorder associated with type II diabetes mellitus (disorder),Renal disorder associated with type II diabetes mellitus,DM 2 w diabetic renal manifestation,250.40,E11.29,Diabetes type 2 with kidney complications
127013003,,,138601000119104,Renal manifestation due to secondary diabetes mellitus (disorder),Renal manifestation due to secondary diabetes mellitus,Secondary DM w diabetic renal manifestation,249.40,E13.29,Secondary diabetes with kidney problems
,,,309088003,Renal mass (finding),Renal mass,Renal mass,593.9,N28.89,Kidney mass
,,,4308002,Repetitive strain injury (disorder),Repetitive strain injury,Repetitive strain injury,848.9,T14.8,Repetitive strain injury
,,,442212003,Residual cognitive deficit as late effect of cerebrovascular accident (disorder),Residual cognitive deficit as late effect of cerebrovascular accident,"Cognitive deficit, late effect of stroke",438.0,I69.31,"Residual cognitive deficit, late effect of stroke"
,,,271825005,Respiratory distress (finding),Respiratory distress,Respiratory distress,786.09,R06.00,Respiratory distress
,,,46775006,Respiratory distress syndrome in the newborn (disorder),Respiratory distress syndrome in the newborn,Neonatal respiratory distress syndrome,769,P22.0,Respiratory distress syndrome in neonate
,,,409622000,Respiratory failure (disorder),Respiratory failure,Respiratory failure,518.81,J96.90,Respiratory failure
,,,57089007,Respiratory syncytial virus bronchiolitis (disorder),Respiratory syncytial virus bronchiolitis,Bronchiolitis due to RSV,466.11,J21.0,Bronchiolitis due to respiratory syncytial virus (RSV)
,,,55735004,Respiratory syncytial virus infection (disorder),Respiratory syncytial virus infection,Respiratory syncytial virus infection,079.6,B97.4,Respiratory syncytial virus infection
,,,32914008,Restless legs (disorder),Restless legs,Restless legs syndrome,333.94,G25.81,Restless legs syndrome
,,,36485005,Restrictive lung disease (disorder),Restrictive lung disease,Restrictive lung disease,518.89,J98.4,Restrictive lung disease
,,,267064002,Retention of urine (disorder),Retention of urine,Urinary retention,788.20,R33.9,Urinary retention
,,,79267007,Retinal migraine (disorder),Retinal migraine,Retinal migraine,346.00,G43.109,"Migraine, retinal"
,,,21779006,Retractile testis (disorder),Retractile testis,Retractile testis,752.52,Q55.22,Retractile testis
,,,240131006,Rhabdomyolysis (disorder),Rhabdomyolysis,Rhabdomyolysis,728.88,M62.82,Rhabdomyolysis
,,,165746003,RhD negative (finding),RhD negative,Rh negative,V49.89,Z67.91,Rh negative
,,,69896004,Rheumatoid arthritis (disorder),Rheumatoid arthritis,Rheumatoid arthritis,714.0,M06.9,Rheumatoid arthritis
,,,70076002,Rhinitis (disorder),Rhinitis,Rhinitis,472.0,J31.0,Rhinitis (nasal congestion)
,,,297217002,Rib pain (finding),Rib pain,Rib pain,786.50,R07.81,Pain in rib
11654001,,,301701000119102,Right achilles tendonitis (disorder),Right achilles tendonitis,Tendinitis of right Achilles tendon,726.71,M76.61,Right Achilles tendinitis
237783006,,,15636691000119106,Right adrenal mass (disorder),Right adrenal mass,Right adrenal mass,255.9,E27.9,Right adrenal mass
193589009,,,678621000119109,Right age related nuclear cataract (disorder),Right age related nuclear cataract,Right age related nuclear cataract,366.16,H25.11,R age related nuclear cataract
387742006,,,336451000119108,Right amblyopia (disorder),Right amblyopia,Right amblyopia,368.00,H53.001,Right amblyopia (eye condition)
82649003,,,336341000119104,Right astigmatism (disorder),Right astigmatism,Right astigmatism,367.20,H52.201,Right astigmatism
57044006,,,12238551000119103,Right Bartholin's gland cyst (disorder),Right Bartholin's gland cyst,Right bartholins gland cyst,616.2,N75.0,Right bartholins gland cyst
89164003,,,12240221000119106,Right breast lump (finding),Right breast lump,Right breast lump,611.72,N63,Right breast lump
,,,59118001,Right bundle branch block (disorder),Right bundle branch block,Right bundle branch block,426.4,I45.10,RIGHT BUNDLE BRANCH BLOCK
300920004,,,284881000119108,Right carotid artery atherosclerosis (disorder),Right carotid artery atherosclerosis,Atherosclerosis of right carotid artery,433.10,I65.21,Atherosclerosis of right carotid artery
64586002,,,285201000119100,Right carotid artery stenosis (disorder),Right carotid artery stenosis,Right carotid artery stenosis,433.10,I65.21,Right carotid artery stenosis
193570009,,,12239261000119105,Right cataract (disorder),Right cataract,Right cataract,366.9,H26.9,Right cataract
449710006,,,10633391000119104,Right cellulitis of leg (disorder),Right cellulitis of leg,Right leg cellulitis,682.6,L03.115,Right leg cellulitis
1482004,,,336141000119102,Right chalazion (disorder),Right chalazion,Right chalazion,373.2,H00.13,Right chalazion (eye condition)
255024002,,,348341000119102,Right choroid nevus (disorder),Right choroid nevus,Right choroid nevus,224.6,D31.31,Right choroid nevus (eye condition)
21186006,,,1091131000119107,Right chronic otitis media (disorder),Right chronic otitis media,Right chronic otitis media,382.9,H66.91,Right chronic otitis media
44057004,,,3551000119109,Right conductive hearing loss (disorder),Right conductive hearing loss,Right conductive hearing loss,389.05,H90.11,"Hearing loss, conductive, right"
253205005,,,15630491000119106,Right congenital dacryostenosis (disorder),Right congenital dacryostenosis,Right congenital dacryostenosis,743.65,Q10.5,Right congenital dacryostenosis
5361003,,,335841000119103,Right congenital nuclear cataract (disorder),Right congenital nuclear cataract,Right congenital nuclear cataract,743.33,Q12.0,Right congenital nuclear cataract
9826008,,,12236201000119103,Right conjunctivitis (disorder),Right conjunctivitis,Right conjunctivitis,372.30,H10.9,Right conjunctivitis
46152009,,,335341000119108,Right dry eye syndrome (disorder),Right dry eye syndrome,Right dry eye syndrome,375.15,H04.121,Right dry eye syndrome
91613004,,,11780641000119103,Right elbow contusion (disorder),Right elbow contusion,Right elbow contusion,923.11,S50.01XA,Right elbow contusion
16596007,,,15632651000119100,Right esotropia (disorder),Right esotropia,Right esotropia,378.00,H50.00,Right esotropia
56713002,,,1091361000119101,Right Eustachian tube dysfunction (disorder),Right Eustachian tube dysfunction,Right eustachian tube dysfunction,381.81,H69.81,Right eustachian tube dysfunction
399054005,,,15632731000119103,Right exotropia (disorder),Right exotropia,Right exotropia,378.10,H50.10,Right exotropia
414173003,,,15633051000119102,Right exudative age-related macular degeneration (disorder),Right exudative age-related macular degeneration,Right exudative age related macular degeneration,362.52,H35.32,Right exudative age related macular degeneration
128276007,,,10633231000119105,Right foot cellulitis (disorder),Right foot cellulitis,Right foot cellulitis,682.7,L03.115,Right foot cellulitis
6077001,,,308301000119106,Right foot drop (finding),Right foot drop,Right foot drop,736.79,M21.371,Right foot drop
281541006,,,11768971000119104,Right forearm muscle strain (disorder),Right forearm muscle strain,Right forearm muscle strain,841.9,S56.911A,Right forearm muscle strain
23986001,,,12239501000119106,Right glaucoma (disorder),Right glaucoma,Right glaucoma,365.9,H40.9,Right glaucoma
232079008,,,15635611000119108,Right glaucoma suspect (situation),Right glaucoma suspect,"Right glaucoma, suspect",365.00,H40.001,"Right glaucoma, suspect"
5662003,,,11775011000119108,Right hand contusion (disorder),Right hand contusion,Right hand contusion,923.20,S60.221A,Right hand contusion
202472008,,,1076721000119108,Right hand joint pain (finding),Right hand joint pain,Right hand joint pain,719.44,M79.641,Right hand joint pain
15188001,,,1091501000119106,Right hearing loss (disorder),Right hearing loss,Right hearing loss,389.9,H91.91,Right hearing loss
2733002,,,1076791000119105,Right heel pain (finding),Right heel pain,Right heel pain,729.5,M79.671,Right heel pain
232326009,,,1091541000119108,Right high frequency sensorineural hearing loss (disorder),Right high frequency sensorineural hearing loss,Right high frequency sensorineural hearing loss,389.15,H90.41,Right high frequency sensorineural hearing loss
285391000,,,11826551000119107,Right hip muscle strain (disorder),Right hip muscle strain,Right hip muscle strain,843.9,S76.011A,Right hip muscle strain
17883008,,,11782121000119104,Right hip sprain (disorder),Right hip sprain,Right hip sprain,843.9,S73.101A,Right hip sprain
1489008,,,334881000119107,Right hordeolum externum (disorder),Right hordeolum externum,Right hordeolum externum,373.11,H00.013,Right hordeolum externum (eye condition)
38101003,,,334851000119100,Right hyperopia (disorder),Right hyperopia,Right hyperopia,367.0,H52.01,Right hyperopia (eye condition)
18070006,,,1090981000119103,Right impacted cerumen (disorder),Right impacted cerumen,Right cerumen impaction,380.4,H61.21,Right cerumen impaction
52421005,,,678691000119106,Right incipient cataract (disorder),Right incipient cataract,Right incipient cataract,366.12,H26.9,R incipient cataract
,,,236021006,Right inguinal hernia (disorder),Right inguinal hernia,Right inguinal hernia,550.90,K40.90,Right inguinal hernia
63988001,,,15631451000119105,Right intermittent exotropia (disorder),Right intermittent exotropia,Right intermittent exotropia,378.20,H50.30,Right intermittent exotropia
65636009,,,334571000119106,Right keratoconus (disorder),Right keratoconus,Right keratoconus,371.60,H18.601,Right keratoconus (eye condition)
22878006,,,11791041000119104,Right knee contusion (disorder),Right knee contusion,Right knee contusion,924.11,S80.01XA,Right knee contusion
54888009,,,11760661000119101,Right knee sprain (disorder),Right knee sprain,Right knee sprain,844.9,S83.91XA,Right knee sprain
202855006,,,312421000119107,Right lateral epicondylitis (disorder),Right lateral epicondylitis,Right lateral epicondylitis,726.32,M77.11,Right lateral epicondylitis
50485007,,,334321000119101,Right low tension glaucoma (disorder),Right low tension glaucoma,Right normal tension glaucoma,365.12,H40.1210,Right low tension glaucoma
,,,301754002,Right lower quadrant pain (finding),Right lower quadrant pain,RLQ abdominal pain,789.03,R10.31,"Abdominal pain, right lower"
422338006,,,12239181000119108,Right macular degeneration (disorder),Right macular degeneration,Right macular degeneration,362.50,H35.30,Right macular degeneration
367649002,,,333971000119101,Right macular pucker (disorder),Right macular pucker,Right macular pucker,362.56,H35.371,Right macular pucker (eye condition)
53430007,,,12242511000119103,Right mastodynia (finding),Right mastodynia,Right mastodynia,611.71,N64.4,Right mastodynia
85007004,,,290261000119108,Right meralgia paresthetica (disorder),Right meralgia paresthetica,Right meralgia paresthetica,355.1,G57.11,"Meralgia paresthetica, R leg"
77507001,,,18711000119105,Right mixed conductive and sensorineural hearing loss (disorder),Right mixed conductive and sensorineural hearing loss,Right mixed hearing loss,389.21,H90.71,"Hearing loss, mixed, right"
57190000,,,333701000119108,Right myopia (disorder),Right myopia,Right myopia,367.1,H52.11,Right myopia (eye condition)
414875008,,,15633011000119103,Right nonexudative age-related macular degeneration (disorder),Right nonexudative age-related macular degeneration,Right nonexudative age related macular degeneration,362.51,H35.31,Right nonexudative age related macular degeneration
425940002,,,314601000119108,Right olecranon bursitis (disorder),Right olecranon bursitis,Bursitis of right olecranon bursa,726.33,M70.21,Right olecranon bursitis
84494001,,,12239381000119105,Right open angle glaucoma (disorder),Right open angle glaucoma,Right open angle glaucoma,365.10,H40.10X0,Right open angle glaucoma
3135009,,,1091941000119101,Right otitis externa (disorder),Right otitis externa,Right otitis externa,380.10,H60.91,Right otitis externa
65363002,,,1091951000119104,Right otitis media (disorder),Right otitis media,Right otitis media,382.9,H66.91,Right otitis media
79883001,,,12238631000119108,Right ovarian cyst (disorder),Right ovarian cyst,Right ovarian cyst,620.2,N83.20,Right ovarian cyst
37785001,,,317521000119109,Right patellar tendonitis (disorder),Right patellar tendonitis,Tendinitis of right patellar tendon,726.64,M76.51,Right patellar tendinitis
239732001,,,317541000119103,Right patellofemoral disorder (disorder),Right patellofemoral disorder,Patellofemoral disorder of right knee,717.89,M22.2X1,Patellofemoral disorder of right knee
